Character table of Sysmmetric Group (n=17)
297X297	[17]	[16 1]	[15 2]	[15 1 1]	[14 3]	[14 2 1]	[14 1 1 1]	[13 4]	[13 3 1]	[13 2 2]	[13 2 1 1]	[13 1 1 1 1]	[12 5]	[12 4 1]	[12 3 2]	[12 3 1 1]	[12 2 2 1]	[12 2 1 1 1]	[12 1 1 1 1 1]	[11 6]	[11 5 1]	[11 4 2]	[11 4 1 1]	[11 3 3]	[11 3 2 1]	[11 3 1 1 1]	[11 2 2 2]	[11 2 2 1 1]	[11 2 1 1 1 1]	[11 1 1 1 1 1 1]	[10 7]	[10 6 1]	[10 5 2]	[10 5 1 1]	[10 4 3]	[10 4 2 1]	[10 4 1 1 1]	[10 3 3 1]	[10 3 2 2]	[10 3 2 1 1]	[10 3 1 1 1 1]	[10 2 2 2 1]	[10 2 2 1 1 1]	[10 2 1 1 1 1 1]	[10 1 1 1 1 1 1 1]	[9 8]	[9 7 1]	[9 6 2]	[9 6 1 1]	[9 5 3]	[9 5 2 1]	[9 5 1 1 1]	[9 4 4]	[9 4 3 1]	[9 4 2 2]	[9 4 2 1 1]	[9 4 1 1 1 1]	[9 3 3 2]	[9 3 3 1 1]	[9 3 2 2 1]	[9 3 2 1 1 1]	[9 3 1 1 1 1 1]	[9 2 2 2 2]	[9 2 2 2 1 1]	[9 2 2 1 1 1 1]	[9 2 1 1 1 1 1 1]	[9 1 1 1 1 1 1 1 1]	[8 8 1]	[8 7 2]	[8 7 1 1]	[8 6 3]	[8 6 2 1]	[8 6 1 1 1]	[8 5 4]	[8 5 3 1]	[8 5 2 2]	[8 5 2 1 1]	[8 5 1 1 1 1]	[8 4 4 1]	[8 4 3 2]	[8 4 3 1 1]	[8 4 2 2 1]	[8 4 2 1 1 1]	[8 4 1 1 1 1 1]	[8 3 3 3]	[8 3 3 2 1]	[8 3 3 1 1 1]	[8 3 2 2 2]	[8 3 2 2 1 1]	[8 3 2 1 1 1 1]	[8 3 1 1 1 1 1 1]	[8 2 2 2 2 1]	[8 2 2 2 1 1 1]	[8 2 2 1 1 1 1 1]	[8 2 1 1 1 1 1 1 1]	[8 1 1 1 1 1 1 1 1 1]	[7 7 3]	[7 7 2 1]	[7 7 1 1 1]	[7 6 4]	[7 6 3 1]	[7 6 2 2]	[7 6 2 1 1]	[7 6 1 1 1 1]	[7 5 5]	[7 5 4 1]	[7 5 3 2]	[7 5 3 1 1]	[7 5 2 2 1]	[7 5 2 1 1 1]	[7 5 1 1 1 1 1]	[7 4 4 2]	[7 4 4 1 1]	[7 4 3 3]	[7 4 3 2 1]	[7 4 3 1 1 1]	[7 4 2 2 2]	[7 4 2 2 1 1]	[7 4 2 1 1 1 1]	[7 4 1 1 1 1 1 1]	[7 3 3 3 1]	[7 3 3 2 2]	[7 3 3 2 1 1]	[7 3 3 1 1 1 1]	[7 3 2 2 2 1]	[7 3 2 2 1 1 1]	[7 3 2 1 1 1 1 1]	[7 3 1 1 1 1 1 1 1]	[7 2 2 2 2 2]	[7 2 2 2 2 1 1]	[7 2 2 2 1 1 1 1]	[7 2 2 1 1 1 1 1 1]	[7 2 1 1 1 1 1 1 1 1]	[7 1 1 1 1 1 1 1 1 1 1]	[6 6 5]	[6 6 4 1]	[6 6 3 2]	[6 6 3 1 1]	[6 6 2 2 1]	[6 6 2 1 1 1]	[6 6 1 1 1 1 1]	[6 5 5 1]	[6 5 4 2]	[6 5 4 1 1]	[6 5 3 3]	[6 5 3 2 1]	[6 5 3 1 1 1]	[6 5 2 2 2]	[6 5 2 2 1 1]	[6 5 2 1 1 1 1]	[6 5 1 1 1 1 1 1]	[6 4 4 3]	[6 4 4 2 1]	[6 4 4 1 1 1]	[6 4 3 3 1]	[6 4 3 2 2]	[6 4 3 2 1 1]	[6 4 3 1 1 1 1]	[6 4 2 2 2 1]	[6 4 2 2 1 1 1]	[6 4 2 1 1 1 1 1]	[6 4 1 1 1 1 1 1 1]	[6 3 3 3 2]	[6 3 3 3 1 1]	[6 3 3 2 2 1]	[6 3 3 2 1 1 1]	[6 3 3 1 1 1 1 1]	[6 3 2 2 2 2]	[6 3 2 2 2 1 1]	[6 3 2 2 1 1 1 1]	[6 3 2 1 1 1 1 1 1]	[6 3 1 1 1 1 1 1 1 1]	[6 2 2 2 2 2 1]	[6 2 2 2 2 1 1 1]	[6 2 2 2 1 1 1 1 1]	[6 2 2 1 1 1 1 1 1 1]	[6 2 1 1 1 1 1 1 1 1 1]	[6 1 1 1 1 1 1 1 1 1 1 1]	[5 5 5 2]	[5 5 5 1 1]	[5 5 4 3]	[5 5 4 2 1]	[5 5 4 1 1 1]	[5 5 3 3 1]	[5 5 3 2 2]	[5 5 3 2 1 1]	[5 5 3 1 1 1 1]	[5 5 2 2 2 1]	[5 5 2 2 1 1 1]	[5 5 2 1 1 1 1 1]	[5 5 1 1 1 1 1 1 1]	[5 4 4 4]	[5 4 4 3 1]	[5 4 4 2 2]	[5 4 4 2 1 1]	[5 4 4 1 1 1 1]	[5 4 3 3 2]	[5 4 3 3 1 1]	[5 4 3 2 2 1]	[5 4 3 2 1 1 1]	[5 4 3 1 1 1 1 1]	[5 4 2 2 2 2]	[5 4 2 2 2 1 1]	[5 4 2 2 1 1 1 1]	[5 4 2 1 1 1 1 1 1]	[5 4 1 1 1 1 1 1 1 1]	[5 3 3 3 3]	[5 3 3 3 2 1]	[5 3 3 3 1 1 1]	[5 3 3 2 2 2]	[5 3 3 2 2 1 1]	[5 3 3 2 1 1 1 1]	[5 3 3 1 1 1 1 1 1]	[5 3 2 2 2 2 1]	[5 3 2 2 2 1 1 1]	[5 3 2 2 1 1 1 1 1]	[5 3 2 1 1 1 1 1 1 1]	[5 3 1 1 1 1 1 1 1 1 1]	[5 2 2 2 2 2 2]	[5 2 2 2 2 2 1 1]	[5 2 2 2 2 1 1 1 1]	[5 2 2 2 1 1 1 1 1 1]	[5 2 2 1 1 1 1 1 1 1 1]	[5 2 1 1 1 1 1 1 1 1 1 1]	[5 1 1 1 1 1 1 1 1 1 1 1 1]	[4 4 4 4 1]	[4 4 4 3 2]	[4 4 4 3 1 1]	[4 4 4 2 2 1]	[4 4 4 2 1 1 1]	[4 4 4 1 1 1 1 1]	[4 4 3 3 3]	[4 4 3 3 2 1]	[4 4 3 3 1 1 1]	[4 4 3 2 2 2]	[4 4 3 2 2 1 1]	[4 4 3 2 1 1 1 1]	[4 4 3 1 1 1 1 1 1]	[4 4 2 2 2 2 1]	[4 4 2 2 2 1 1 1]	[4 4 2 2 1 1 1 1 1]	[4 4 2 1 1 1 1 1 1 1]	[4 4 1 1 1 1 1 1 1 1 1]	[4 3 3 3 3 1]	[4 3 3 3 2 2]	[4 3 3 3 2 1 1]	[4 3 3 3 1 1 1 1]	[4 3 3 2 2 2 1]	[4 3 3 2 2 1 1 1]	[4 3 3 2 1 1 1 1 1]	[4 3 3 1 1 1 1 1 1 1]	[4 3 2 2 2 2 2]	[4 3 2 2 2 2 1 1]	[4 3 2 2 2 1 1 1 1]	[4 3 2 2 1 1 1 1 1 1]	[4 3 2 1 1 1 1 1 1 1 1]	[4 3 1 1 1 1 1 1 1 1 1 1]	[4 2 2 2 2 2 2 1]	[4 2 2 2 2 2 1 1 1]	[4 2 2 2 2 1 1 1 1 1]	[4 2 2 2 1 1 1 1 1 1 1]	[4 2 2 1 1 1 1 1 1 1 1 1]	[4 2 1 1 1 1 1 1 1 1 1 1 1]	[4 1 1 1 1 1 1 1 1 1 1 1 1 1]	[3 3 3 3 3 2]	[3 3 3 3 3 1 1]	[3 3 3 3 2 2 1]	[3 3 3 3 2 1 1 1]	[3 3 3 3 1 1 1 1 1]	[3 3 3 2 2 2 2]	[3 3 3 2 2 2 1 1]	[3 3 3 2 2 1 1 1 1]	[3 3 3 2 1 1 1 1 1 1]	[3 3 3 1 1 1 1 1 1 1 1]	[3 3 2 2 2 2 2 1]	[3 3 2 2 2 2 1 1 1]	[3 3 2 2 2 1 1 1 1 1]	[3 3 2 2 1 1 1 1 1 1 1]	[3 3 2 1 1 1 1 1 1 1 1 1]	[3 3 1 1 1 1 1 1 1 1 1 1 1]	[3 2 2 2 2 2 2 2]	[3 2 2 2 2 2 2 1 1]	[3 2 2 2 2 2 1 1 1 1]	[3 2 2 2 2 1 1 1 1 1 1]	[3 2 2 2 1 1 1 1 1 1 1 1]	[3 2 2 1 1 1 1 1 1 1 1 1 1]	[3 2 1 1 1 1 1 1 1 1 1 1 1 1]	[3 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	[2 2 2 2 2 2 2 2 1]	[2 2 2 2 2 2 2 1 1 1]	[2 2 2 2 2 2 1 1 1 1 1]	[2 2 2 2 2 1 1 1 1 1 1 1]	[2 2 2 2 1 1 1 1 1 1 1 1 1]	[2 2 2 1 1 1 1 1 1 1 1 1 1 1]	[2 2 1 1 1 1 1 1 1 1 1 1 1 1 1]	[2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	
[4 3 3 3 3 1]	1	0	-1	0	4	-3	4	1	-1	0	0	-1	-4	0	0	0	4	-3	0	5	-2	0	6	9	-12	6	8	-1	-2	6	4	-3	0	0	3	-4	0	0	4	4	-4	-3	0	0	-4	-6	0	0	-1	-6	12	-8	0	-5	0	0	0	-1	2	0	0	0	-9	0	6	-2	0	2	0	4	6	-8	5	-4	0	0	-4	4	12	-6	3	0	0	8	16	-9	4	12	0	-12	4	0	6	-4	2	4	8	-12	6	-2	0	8	6	-9	-2	0	0	0	-2	0	0	-6	-6	8	0	3	6	0	-6	-6	-8	0	5	0	-12	6	12	-6	3	0	-8	0	0	-6	0	-4	0	-2	0	0	-3	8	4	0	-12	6	-4	-16	0	12	0	0	0	0	0	6	0	-5	0	0	0	0	-4	0	4	-3	-4	0	0	0	0	0	9	-4	0	4	2	0	-6	-8	0	2	4	6	0	-6	0	16	-6	-12	9	6	0	-6	0	8	-2	0	-6	0	9	0	2	0	0	3	8	0	6	2	0	-3	-2	-6	4	0	-4	1	-6	-5	8	0	-6	3	1	-6	0	0	12	-8	-16	6	-4	6	0	0	6	1	-8	0	0	-4	-8	-8	4	0	-12	0	0	5	0	12	8	-12	4	12	-4	-4	1	0	-6	0	0	-4	0	2	2	4	0	-8	-6	6	-3	-9	0	0	0	0	0	0	-2	0	3	2	0	1	3	0	6	-4	-5	4	-1	-4	1	0	-1	
[4 3 3 3 2 2]	1	-1	2	-1	1	-3	4	-1	0	3	0	-4	4	-3	3	0	-6	6	-2	-1	-3	0	6	0	-3	-3	7	2	-5	7	1	0	3	0	0	-3	-3	0	2	4	2	-9	3	0	-7	1	-2	3	-1	0	-6	7	-6	6	3	0	-4	-2	-4	-3	3	-1	12	0	-6	7	0	-1	-1	4	-3	1	-4	3	0	0	5	-8	3	-3	-6	0	1	11	-4	9	1	-6	0	-5	-5	-6	6	5	-7	7	5	-4	0	-2	0	5	-2	6	-1	0	0	0	-5	2	0	-6	3	9	0	3	6	-1	-5	-6	-5	0	-4	0	0	5	5	6	6	0	-11	1	0	-7	3	-1	-3	4	-2	0	-6	-2	6	-3	-6	3	-4	2	2	0	6	-3	3	-3	0	-6	0	4	-2	1	0	0	2	3	4	-3	-1	0	-2	-1	-3	-3	-6	8	4	-2	5	2	-9	11	9	-6	-2	-3	0	6	0	-2	-6	6	-12	-6	0	3	0	5	6	-3	-3	0	-9	2	5	0	3	9	-11	3	-3	-4	0	6	4	2	-5	0	-4	-2	0	4	-7	3	3	-6	4	6	-9	3	6	-9	4	9	-6	6	3	0	3	2	-5	0	-3	-2	-7	2	1	0	-3	0	0	-6	0	4	-1	6	3	3	6	-4	1	0	-6	0	0	-4	-3	1	2	-3	6	-5	3	0	0	0	1	-3	-3	0	-3	-3	1	2	0	3	3	0	3	1	-1	-1	1	-4	1	-1	-2	1	-1	
[4 3 3 3 2 1 1]	1	1	0	-1	3	-3	2	3	0	-3	2	2	0	-3	1	0	0	0	-4	3	-3	2	0	6	-3	3	3	0	-3	1	3	0	-3	4	6	-3	3	-6	0	0	0	3	-3	6	1	-1	-2	-3	1	0	0	1	-2	0	3	0	-8	0	0	3	3	-1	0	-6	0	-1	-6	-1	5	-2	3	-1	2	-3	2	0	-1	-2	-3	3	0	-6	5	-1	0	-3	3	0	0	1	1	0	0	1	-1	1	3	-2	0	0	-6	1	2	0	-3	6	-2	0	1	-2	6	0	-3	3	0	3	0	1	-1	0	-3	6	0	-12	0	-1	1	0	0	6	-1	-1	6	1	-3	3	-3	0	10	-6	0	0	0	3	0	-3	0	2	-4	0	0	-1	-3	-3	0	0	6	0	-4	1	0	-6	0	-3	0	3	3	-6	-2	5	3	-3	0	-2	-8	0	-3	-4	-3	-3	3	0	0	3	-4	0	6	2	0	0	0	-6	4	3	0	-3	0	-3	-3	0	-3	10	1	-6	3	3	-3	3	-3	0	0	0	0	2	-1	0	0	0	0	2	1	3	3	0	2	-6	3	-1	0	3	0	-3	0	0	-3	-2	3	0	1	0	3	0	3	0	3	6	-3	-6	2	0	-6	-2	-1	0	-3	-3	0	-2	1	4	0	0	2	2	-3	-3	0	-3	-2	3	3	0	6	6	5	-3	-3	2	1	-3	-1	-2	0	-3	-3	0	-3	-1	-1	3	3	0	3	3	0	1	1	
[4 3 3 3 1 1 1 1]	1	3	2	3	1	-3	4	7	-4	-9	0	8	8	9	-9	0	-2	6	6	-1	1	0	6	0	-3	-3	11	2	-5	3	1	-12	-9	0	12	-7	9	0	10	-8	-10	15	-9	0	5	9	6	-9	-1	12	-6	19	18	-2	-9	0	12	2	-4	9	-9	3	0	0	6	7	0	11	3	4	-3	1	-4	11	0	0	5	4	3	-15	-6	0	-3	-1	4	9	1	-6	0	3	-5	-18	6	5	-7	-5	-7	0	-12	-14	0	17	-6	-18	-5	0	0	0	7	-6	0	-6	3	5	0	3	6	3	-9	-6	7	0	8	0	-12	9	-3	-6	-6	0	1	-3	0	-3	-9	-1	9	4	6	0	6	2	-2	9	6	-21	8	2	-6	12	18	9	-9	9	0	6	0	-8	6	-3	0	0	-10	-9	-8	-3	-1	0	6	3	9	9	18	-4	-12	10	5	-6	3	7	9	-10	10	-3	0	-6	0	-2	-6	6	0	6	0	3	0	-7	10	9	21	0	-9	-6	-7	0	-9	-15	-7	-9	-3	-4	0	6	4	6	-5	0	8	-2	12	4	-19	-9	3	-6	-8	-6	-9	-9	-6	-5	-4	-3	2	6	-9	0	15	-2	-17	0	9	-10	-11	-2	1	0	-3	0	0	2	0	0	-1	6	7	3	2	-4	1	0	-6	0	0	-4	9	5	14	-11	-18	7	3	-12	-12	0	-3	9	9	0	9	9	-11	-6	12	-1	-9	4	3	-3	-9	-1	1	-8	-7	-1	-2	-3	-1	
[4 3 3 2 2 2 1]	1	0	2	-3	2	-1	2	1	-4	3	0	2	4	-3	6	0	-4	2	-6	1	-3	0	2	-2	-2	3	-3	2	-1	3	2	-4	6	0	-2	-2	3	0	8	-4	-8	-1	6	0	4	1	0	3	-1	0	-4	3	0	2	-3	0	0	2	0	-3	6	3	-4	0	-6	-1	-6	-3	0	2	-3	0	2	-2	0	0	4	-10	2	3	-2	0	0	3	-12	1	-2	4	0	-4	4	4	-2	4	-1	4	3	-2	0	2	0	3	-4	2	3	0	0	0	-3	6	0	-2	-3	3	0	-1	2	-3	3	-2	3	0	4	0	-8	3	-4	-6	2	0	3	3	0	3	-3	-2	3	0	0	0	2	0	-4	6	-4	1	-4	-6	6	-8	4	6	-3	6	0	6	-6	4	6	-3	0	0	-8	6	-4	-1	-2	0	6	0	6	6	2	-10	0	-8	-1	-6	3	-3	2	2	-8	-3	0	6	0	-6	2	4	-4	-4	0	-3	0	3	2	-3	1	0	1	0	-3	0	-3	-1	-3	6	-3	0	0	-2	0	-4	4	0	-4	2	0	2	3	3	3	2	2	-4	2	6	-4	3	-12	3	-4	-2	3	0	3	2	3	0	-3	8	-3	0	-2	0	2	0	0	2	0	-2	0	-4	-2	-2	-4	2	-1	0	2	0	0	2	-3	3	2	-2	0	3	-3	0	-2	-2	0	3	6	0	6	3	-3	0	-4	-3	-3	-4	-1	-3	1	2	1	4	1	2	2	0	1	
[4 3 3 2 2 1 1 1]	1	2	2	-1	4	-3	-2	5	0	-3	0	2	4	-3	0	0	0	6	-2	5	-3	0	-6	6	0	3	-5	2	-5	-5	4	0	0	0	6	0	3	0	-4	4	-4	-3	0	0	2	1	-2	-3	-1	0	0	7	0	-6	3	0	-4	-2	-4	3	0	-1	0	0	6	7	0	-1	2	-2	3	-2	2	0	0	0	2	-2	0	9	-6	0	-2	-1	-4	3	4	0	0	-2	-2	0	-6	2	-7	-2	5	2	0	-2	0	-7	4	-6	-1	0	0	0	-5	2	0	6	-3	-3	0	3	-6	-1	7	6	-11	0	8	0	0	-7	2	-6	6	0	1	1	0	5	-3	-4	-3	4	4	0	-6	4	0	0	0	3	-4	2	2	0	0	0	-3	0	0	6	0	-8	-2	1	0	0	-4	0	4	-3	-4	0	-2	2	0	0	6	2	4	4	5	2	3	5	0	-6	4	3	0	-6	0	-2	6	0	0	0	0	-3	0	11	6	3	-3	0	-3	-4	5	0	-3	3	-5	0	3	-4	0	6	4	-4	-2	0	-4	-2	0	-2	-7	-3	-3	-6	-2	0	0	0	0	3	4	-3	0	-6	3	0	-9	2	7	0	-3	4	5	-4	4	0	0	0	0	6	0	-2	2	0	0	0	0	2	1	0	6	0	0	2	3	1	2	0	0	-5	-3	0	-6	-6	-2	3	0	0	0	3	1	2	0	3	3	0	3	1	-1	-4	-5	-4	-5	-4	-2	-2	-1	
[4 3 3 2 1 1 1 1 1]	1	4	6	5	6	3	2	9	0	-9	-4	2	12	9	-14	0	-12	6	2	9	9	-4	6	-6	-6	15	-3	6	3	-5	6	0	-6	-8	6	-6	3	0	0	12	0	3	-6	-12	-8	5	4	-9	-5	12	-12	-5	16	6	-3	0	-8	-6	0	9	-6	-1	0	-12	-6	-1	-6	5	-4	10	-3	-4	14	18	8	0	8	-2	6	-9	-6	12	-4	-1	-12	-3	-6	12	0	16	16	-12	-6	16	-1	-8	-9	-2	12	-6	-12	-5	8	6	3	0	4	0	1	-2	-12	-6	-15	-9	0	-9	6	1	-1	-6	-9	12	0	0	0	-1	16	-6	-6	-12	-1	-1	-12	-5	-3	-6	3	0	-8	0	-6	0	12	-6	12	9	12	-22	-10	0	-12	2	-3	-6	0	6	18	0	-10	1	0	-12	0	-6	12	-9	-6	0	-2	-4	-6	-6	6	-2	-8	0	3	2	3	-3	6	-6	0	-3	-16	6	12	-22	6	12	0	0	-8	-3	0	-9	-6	-3	9	0	-3	-8	1	12	9	3	-3	-6	-15	0	0	-6	0	8	8	0	12	6	12	14	-5	3	15	6	2	0	6	2	12	-9	-12	3	12	-6	3	4	-9	-6	-5	0	-3	0	-3	0	-6	0	6	-12	8	6	0	-2	-4	-12	-6	-6	-12	10	-5	-8	6	0	-4	2	-3	3	-6	18	16	-9	-3	12	6	-6	-4	-9	-6	-4	-14	-9	5	4	0	9	9	0	3	5	5	6	9	12	9	6	6	4	1	
[4 3 3 1 1 1 1 1 1 1]	1	6	14	15	16	33	22	13	20	9	36	26	20	9	-36	0	-8	42	30	29	49	-36	6	-54	-84	15	-13	14	55	27	16	60	36	72	-42	-28	27	-72	-20	-20	20	33	36	36	14	-3	-6	9	35	12	48	55	0	-26	27	0	-12	14	-28	63	-36	-21	36	36	6	7	0	-25	-66	-50	-21	-62	14	44	0	0	14	22	12	21	-42	36	-78	-37	28	63	-56	48	0	-54	-14	0	6	14	-7	-14	-31	-78	-12	46	-36	-55	0	54	55	72	-36	0	7	42	36	-6	-15	-7	0	-69	6	-21	-21	-6	49	36	20	0	-48	21	54	-6	-42	-36	37	21	-36	-27	45	56	-27	28	12	72	42	68	-8	36	-48	-21	20	2	42	48	0	-36	-27	-36	0	6	0	-20	-42	21	0	-36	20	36	-20	69	56	-72	-42	78	36	-36	-54	-22	12	-20	-55	-30	3	13	-36	-22	-20	-21	0	-6	-36	-2	-6	-48	-36	-12	0	21	0	-49	22	27	21	0	-63	-12	-7	-36	-63	-33	-13	-36	15	-28	0	42	28	0	-14	0	20	-14	12	-14	-55	-27	-15	-42	-26	12	36	36	48	7	-28	-3	8	6	27	36	-21	-14	55	0	-27	20	13	-68	-56	-72	-12	36	0	26	72	78	62	-48	28	84	8	50	-35	-72	-6	0	-36	-22	-45	-55	-46	-44	0	31	21	-12	42	54	66	-9	-36	36	36	-9	25	6	-60	-49	-9	-20	-33	-15	3	-16	-29	-20	-13	-16	-14	-6	-1	
[4 3 2 2 2 2 2]	1	-1	5	-4	-4	-1	5	10	-6	16	-9	4	-6	-4	-5	15	-11	5	-9	10	-4	24	-16	-20	1	0	20	-10	5	4	-4	-6	-5	15	-4	-15	16	24	-10	0	-16	-10	20	-9	5	4	0	16	-10	-16	5	-10	24	-4	20	-6	0	-20	0	10	-4	20	0	0	-16	5	-10	-4	-1	5	0	-15	20	1	15	0	-5	-5	-25	4	10	-24	25	-20	6	10	-20	10	-6	5	-5	-10	16	-5	5	5	-10	11	-16	10	0	4	0	-4	-20	9	-24	0	20	-15	24	16	0	4	0	-10	-16	20	-20	16	-10	0	0	30	6	-20	5	-16	-20	24	-20	20	-9	4	10	-20	20	0	-24	24	-20	10	5	-4	-5	4	0	15	-15	6	-10	-5	-16	20	6	16	-10	0	-15	20	-6	0	-16	20	0	-10	-20	24	-15	25	-4	20	-4	-5	0	-16	5	-9	-20	10	5	10	-16	0	-30	16	0	15	-16	10	0	0	0	0	6	-10	10	-16	4	0	10	-24	20	-24	10	-10	10	-4	0	0	0	10	0	0	-5	-6	0	-10	-16	20	-10	16	0	5	4	0	5	-5	-5	4	6	-20	5	16	20	-24	4	-20	4	0	20	-10	20	10	-20	9	-25	0	15	-4	24	11	-15	5	-15	1	-11	5	-10	15	-16	15	-9	5	10	-20	10	1	24	-10	0	-16	-4	-20	-1	16	-5	24	-5	16	-4	0	-6	-4	-4	-6	-1	-4	4	-4	10	-6	10	-4	5	-1	1	
[4 3 2 2 2 2 1 1]	1	1	3	-4	4	-1	-3	4	-6	8	-1	6	6	-4	5	-9	3	3	1	4	-4	8	0	-6	1	8	-4	-6	-5	-4	4	-6	5	-9	-6	1	8	-8	6	0	0	-4	4	-1	5	2	0	8	-2	0	3	4	6	0	-4	-6	-6	12	0	0	-4	-4	-12	16	0	5	0	-4	1	-3	-8	-1	6	-1	-7	0	5	-3	7	-4	6	-8	7	4	-6	4	-4	-6	6	-5	11	-6	0	-11	-5	-5	4	3	0	6	-2	4	-6	0	-4	1	8	0	4	-9	-8	0	-8	-4	0	2	0	4	4	0	-8	16	-12	0	6	-4	5	0	-12	8	-4	4	1	4	0	4	-4	0	-6	8	12	-6	-3	4	-3	2	0	-9	7	-6	6	11	-8	-4	6	0	0	12	-7	-4	-6	-16	0	4	0	-2	4	-8	9	-7	4	-4	0	3	6	0	5	-1	-4	8	-5	6	0	-8	0	0	-16	9	0	6	12	6	0	8	-6	8	-6	8	-2	0	-4	6	-4	8	0	4	-8	-4	8	0	0	-6	0	6	-5	6	0	6	0	-6	-4	-8	-8	-3	-6	-6	5	-11	3	4	6	4	3	0	4	-8	4	-12	-4	0	4	-6	4	6	-4	-1	-7	2	7	0	8	-3	1	-3	-1	-1	-3	3	2	9	0	9	1	3	0	4	-6	1	-6	-4	8	0	6	6	-1	-8	-5	-8	-5	-8	4	0	6	4	4	6	1	4	-2	-4	-4	-6	-4	-4	-3	-1	-1	
[4 3 2 2 2 1 1 1 1]	1	3	5	0	8	-1	-7	10	2	0	-9	-4	10	0	3	-9	5	5	3	10	0	0	-16	4	1	0	0	14	5	0	8	2	3	-9	4	1	0	0	-10	8	-8	-10	0	-9	1	4	0	0	-10	0	5	6	0	-4	0	18	0	-4	0	-6	0	-12	-16	0	0	5	6	0	3	-7	0	-3	-4	1	-9	0	7	-1	-1	0	-14	0	-3	0	6	10	-8	-14	18	-7	7	-2	16	7	5	1	6	7	0	2	0	0	8	-4	0	9	0	0	0	-3	0	16	0	0	0	-10	-16	0	0	16	6	0	16	-18	-2	0	-7	0	-4	0	0	-12	-9	0	-6	-8	-12	0	0	0	-4	-6	5	0	-13	4	8	3	-3	-2	-2	3	0	0	-18	0	6	16	-3	0	18	0	-8	0	8	-10	-8	0	-3	-3	0	0	-4	-1	0	-8	5	3	0	-6	5	2	-8	0	18	0	0	3	-16	-14	-16	8	0	0	-18	6	2	0	4	0	10	0	0	0	-6	-10	-6	0	0	0	0	-14	0	8	7	18	8	14	0	-4	6	0	0	5	-4	8	5	3	-13	0	6	0	5	16	-12	0	0	-4	0	0	0	-10	0	-6	-8	9	-1	0	-9	-4	0	7	-3	5	1	1	5	-7	-10	-9	-16	-9	-9	-7	-6	0	2	1	0	6	0	0	4	4	3	0	3	0	3	0	0	0	2	0	0	2	-1	0	4	8	10	10	10	8	5	3	1	
[4 3 2 2 1 1 1 1 1 1]	1	5	11	8	16	15	1	20	18	0	-9	-10	22	24	-3	-9	-21	-21	-11	20	24	0	0	-6	-15	0	-8	2	-5	-8	16	18	-3	-9	-6	-15	0	0	-10	40	8	12	24	-9	-7	10	16	0	-10	0	-21	-20	6	0	-24	18	-22	-20	32	0	24	-28	-12	0	0	-11	0	8	5	1	0	-5	-10	15	9	0	17	-23	15	-24	30	0	-5	-40	-22	-12	16	-30	-18	-17	-17	-30	0	17	11	7	-4	-1	0	-2	-18	8	10	0	8	9	0	0	40	11	0	0	0	-24	0	-6	0	8	-8	0	-8	0	20	0	-18	8	17	0	-12	0	40	28	9	8	0	-16	-12	-32	10	0	12	10	21	-24	-3	-6	-40	11	11	18	30	3	0	-24	-18	0	0	-20	-11	-8	18	0	8	24	40	6	-16	0	-11	5	-24	-24	0	23	22	-8	5	11	24	8	27	30	-8	0	0	0	0	-11	0	30	12	6	0	0	18	8	-30	0	6	0	12	-10	-40	0	0	-12	-8	24	0	32	0	-30	-32	-10	-17	-18	-40	-2	0	10	20	0	0	21	10	-6	-27	-3	3	24	22	-24	-21	0	12	0	24	20	-8	0	24	10	8	-10	16	-9	-15	18	-9	0	0	1	5	21	15	15	21	-1	10	9	0	9	9	-1	0	-8	2	-15	-6	4	0	0	6	6	-5	0	3	0	3	0	-8	-16	-18	-24	-24	-18	-15	-8	-10	-16	-20	-22	-20	-16	-11	-5	-1	
